dsire_id,match_reason,scout_relevant,state,category,program_type,implementing_sector,name,administrator,technologies,incentive_amounts,summary,details,website_url,last_updated,created_ts
2,updated,True,AZ,Financial Incentive,Personal Tax Deduction,State,Qualifying Wood Stove Deduction,,,,"<div>&#10;&#9;This incentive allows Arizona taxpayers to deduct the cost of converting an existing wood fireplace to a qualifying wood stove, a qualified wood fireplace, or a qualified gas-fired fireplace. The cost to purchase and install all necessary equipment is tax deductible, up to a maximum $500 deduction. Qualifying wood stoves and fireplaces must meet the standards of performance for new wood heaters manufactured after July 1990, or sold after July 1992 pursuant to 40 Code of Federal Regulations part 60, subpart AAA. This deduction is for taxable years after December 31, 1993.</div>","Incentive Amount: Total cost, exclusive of taxes, interest and other finance charges; Maximum Incentive: $500; Equipment Requirements: ",,"March 26, 2026",01/01/2000
119,updated,True,AZ,Financial Incentive,Sales Tax Incentive,State,Solar and Wind Equipment Sales Tax Exemption,Department of Revenue,,,"<p>&#10;&#9;Arizona provides a sales tax exemption* for the retail sale of solar energy devices and for the installation of solar energy devices by contractors. The statutory definition of &#34;solar energy device&#34; includes wind electric generators and wind-powered water pumps in addition to daylighting, passive solar heating, active solar space heating, solar water heating, and solar photovoltaics. The sales tax exemption does not apply to batteries, controls, etc., that are not part of the system. (Note that <a class=""summarylink"" href=""http://www.azleg.gov/legtext/47leg/2r/bills/hb2429s.pdf"" target=""_blank"" title=""HB 2429"">H.B. 2429</a>, enacted in June 2006, eliminated the $5,000 limit per device.)</p><p><a href=""http://www.azleg.gov/legtext/50leg/2r/bills/sb1229p.pdf"">S.B. 1229</a> of 2012 extended this exemption to net metering transactions involving photovoltaics, and the sale of renewable energy credits (RECs). RECs are typically sold by a renewable energy generator to a utility  for compliance with the state's <a href=""http://programs.dsireusa.org/system/program/detail/268"">Renewable Energy Standard</a>. S.B. 1229 clarified that sales tax should not be applied to these transactions.</p><p>&#10;&#9;To take advantage of these tax exemptions, a solar energy retailer must register with the Arizona Department of Revenue prior to selling or installing solar energy devices (Arizona <a href=""https://azdor.gov/forms/tpt-forms/solar-energy-devices-application-registration"">Form 6015</a>, Solar Energy Devices – Application for Registration.) The exemption for solar energy retailers has no expiration date.</p><p>&#10;&#9;Most cities have a 0.5% to 2% city privilege (&#34;sales&#34;) tax that is applicable to sales or installations of solar energy devices, unless a city specifically exempts such sales under its city tax code. Solar energy retailers should check with the city in which the retail business is located to find out whether city privilege tax is applicable.</p><p>&#10;&#9;*<i>Technically, the law allows retailers to deduct the amount received from the sale of solar energy devices from their transaction privilege tax base.</i></p>",Incentive Amount: 100% of sales tax on eligible equipment; Maximum Incentive: No maximum; Equipment Requirements: ,,"September 4, 2026",01/01/2000
1429,updated,True,CA,Financial Incentive,Rebate Program,Utility,Pacific Power - wattsmart Business,Pacific Power,Geothermal Heat Pumps,Incentive : 62.0000 $/ton,"<p>Pacific Power's wattsmart Business Program includes incentives and technical assistance for lighting, HVAC and other equipment upgrades that increase energy efficiency and exceed code requirements in a variety of commercial and industrial facilities. Contact Pacific Power for additional details or visit the program website listed above. </p>","Incentive Amount: <a href=""https://www.pacificpower.net/content/dam/pcorp/documents/en/pacificpower/savings-energy-choices/wattsmart-business/california/CA_wattsmart_Business_Incentive_Lists.pdf""> CA Business Incentive List; Maximum Incentive: Evaporative Pre-cooler: 70% of project cost<br>
LED Lighting: up to 70% of qualifying purchases; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.pacificpower.net/savings-energy-choices/business/wattsmart-efficiency-incentives-california.html,"October 7, 2025",04/26/2006
5351,updated,True,CA,Financial Incentive,Sales Tax Incentive,State,Partial Sales and Use Tax Exemption for Agricultural Solar Power Facilities,California State Board of Equalization,,,"<p>&#10;&#9;California provides a partial exemption of the state's sales and use tax for farm equipment and machinery. The exemption only applies to taxes levied by the State, and not sales and use taxes levied by local governments. Further, the exemption does not apply to the taxes imposed or administered pursuant to sections 6051.2 and 6201.2 of the Revenue and Taxation Code, the Bradley-Burns Uniform Local Sales and Use Tax Law, the Transactions and Use Tax Law, or section 35 of article XIII of the California Constitution.</p>&#10;<p>&#10;&#9;The California State Board of Equalization issued a Special Notice in November 2012, clarifying that photovoltaic (PV) systems that are used to provide electricity to farm equipment and machinery may qualify for the partial exemption. For any farm equipment or machinery to qualify for the partial exemption, it must be used primarily in producing and harvesting agricultural products. &#34;Primarily&#34; means 50% or more of the time. In the case of PV, according to the Special Notice, 50% or more of the electricity produced by the system must be used to provide power to farm equipment and machinery. The system does not need to be directly connected to the equipment to qualify. The system can be connected to the local electrical grid and used to offset the farm's electrical use through a net metering arrangement with the local utility. Applicants will need to demonstrate, however, that the farm equipment annually consumes at least half of the amount of electricity annually produced by the PV system.</p>&#10;<p>&#10;&#9;Leased equipment also qualifies for the partial exemption. For more information, including a sample Partial Exemption Certificate, can be found on the web site above.</p>&#10;<p>&#10;&#9; </p>",Incentive Amount: 100% of the taxes levied by the State. Local and district sales taxes will still apply.; Maximum Incentive: ; Equipment Requirements: At least half of the electricity produced by the system must be used to power agricultural equipment.,https://www.cdtfa.ca.gov/formspubs/pub235g.pdf,"September 4, 2026",12/13/2012
558,expired+updated,True,CA,Financial Incentive,Property Tax Incentive,State,Property Tax Exclusion for Solar Energy Systems and Solar Plus Storage System,California State Board of Equalization,,,"<p><span><b><i>Note: <a href=""https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB710"">S.B. 710</a>, enacted in October 2025, clarified that systems installed before the January 1, 2027 expiration date will continue to qualify for this tax exclusion until there is a change in ownership. </i></b></span></p><p><span>Section 73 of the California Revenue and Taxation Code allows a property tax exclusion for certain types of solar energy systems installed between January 1, 1999, and June 30, 2026. This section was amended by </span><a class=""summarylink"" href=""http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_1451-1500/ab_1451_bill_20080928_chaptered.pdf"" target=""_blank"" title=""AB 1451"">AB 1451</a><span> in September 2008 to include the construction of an active solar energy system incorporated by an owner-builder in the initial construction of a new building that the owner-builder does not intend to occupy or use. This only applies if the owner-builder did not already receive an exclusion for the same active solar energy system and only if the initial purchaser purchased the new building prior to that building becoming subject to reassessment to the owner-builder. </span><a class=""summarylink"" href=""http://leginfo.ca.gov/pub/11-12/bill/asm/ab_0001-0050/abx1_15_bill_20110628_chaptered.pdf"" target=""_blank"" title=""ABX1-15"">ABX1-15</a><span> of 2011 clarified that systems installed through sale-leaseback arrangements or partnership flip structures can benefit from this exclusion. Click </span><a class=""summarylink"" href=""http://www.boe.ca.gov/proptaxes/pdf/lta11030.pdf"" target=""_blank"" title=""Letter to Assessors"">here</a><span> and </span><a class=""summarylink"" href=""http://www.boe.ca.gov/proptaxes/pdf/lta11039.pdf"" target=""_blank"" title=""Letter to Assessors"">here</a><span> for Letters to Assessors from the State Board of Equalization that further explain the impact of ABX1-15.   </span><br/></p><p></p><p>The exclusion remains in effect only until there is a subsequent change in ownership, but an active solar energy system that qualifies for the exclusion before January 1, 2027, will continue to receive the exclusion until there is a subsequent change in ownership.</p><p></p><p>Qualifying active solar energy systems are defined as those that &#34;are thermally isolated from living space or any other area where the energy is used, to provide for the collection, storage, or distribution of solar energy.&#34; These include solar space conditioning systems, solar water heating systems, active solar energy systems, solar process heating systems, photovoltaic (PV) systems, and solar thermal electric systems, and solar mechanical energy. Solar pool heating systems and solar hot-tub-heating systems are not eligible.<br/>&#10;&#9;<br/>&#10;&#9;Components included under the exclusion include storage devices, power conditioning equipment, transfer equipment, and parts. Pipes and ducts that are used to carry both solar energy and energy derived from other sources qualify for the exemption only to the extent of 75% of their full cash value. Likewise, dual-use equipment for solar-electric systems qualifies for the exclusion only to the extent of 75% of its value.<br/>&#10;&#9;<br/>&#10;&#9;System owners should contact the applicable county assessor's office for further information. Click <a href=""https://www.boe.ca.gov/proptaxes/countycontacts.htm"">here</a> for a listing of County Assessor offices in California, and <a class=""summarylink"" href=""http://www.boe.ca.gov/proptaxes/pdf/lta08071.pdf"" target=""_blank"" title=""Letter to Assessors"">here</a> for a December 2008 letter to the assessor that further clarifies the terms of the exclusion.</p>",Incentive Amount: 100% of system value; 75% of system value exemption for dual-use equipment; Maximum Incentive: Not specified.; Eligible System Size: ; Equipment Requirements: ,https://boe.ca.gov/proptaxes/active-solar-energy-system/,"September 4, 2026",04/19/2001
1431,updated,True,CA,Financial Incentive,Rebate Program,Utility,SDG&E - Residential Efficiency Rebate Program,San Diego Gas & Electric,Air conditioners; Heat Pump Water Heater; Programmable Thermostats; Water Heaters,Incentive : 15.0000 $; Incentive : 75.0000 $; Incentive : 15.0000 $; Incentive : 500.0000 $,"<p>&#10;&#9;Residential customers of San Diego Gas and Electric (SDG&amp;E) are eligible for point-of-sale or mail-in rebates on various energy efficiency rebates, including clothes washers, smart thermostats, and water heaters. See website above for complete details. </p>&#10;<p><br/></p>","Incentive Amount: Smart Thermostat: $40 - $75<br>
Gas Tank Water Heater: $75<br>
Heat Pump Water Heater (replacing an electric water heater): $500<br>
Room Air Conditioner: $15<br>; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: See program website for complete details.; Installation Requirements: ; Ownership of Renewable Energy Credits: ",http://www.sdge.com/buyers-guide/399,"October 16, 2025",04/26/2006
22048,expired+updated,True,CA,Financial Incentive,Sales Tax Incentive,State,Sales and Use Tax Exemption for Electric Power Generation and Storage Equipment,California Department of Tax and Fee Administration,,,"<p><a href=""https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201720180AB1817"">AB 1817 of 2018</a> created an exemption from the sales and use tax for &#34;qualified tangible personal property purchased for use by a qualified person to be used primarily in the generation or production, or storage and distribution, of electric power.&#34; The exemption also applies to contractors who purchase the equipment in the service of a contract with a qualified person. &#34;Qualified person&#34; is defined in the statutes. </p><p>The exemption does not apply to the generation or production of electricity from nuclear energy, large hydro, or fossil fuels, except when used in cogeneration. However, the exemption does apply to the storage and distribution of electric power from any source.  </p><p>The exemption also applies to &#34;special purpose buildings and foundations used as an integral part of the generation or production or storage and distribution of electric power.&#34;</p><p><br/></p><p><br/></p>",Incentive Amount: 100%; Maximum Incentive: ; Equipment Requirements: ,https://www.cdtfa.ca.gov/industry/manufacturing-and-research-and-development-equipment-exemption/,"September 4, 2026",02/08/2018
3306,expired+updated,True,CO,Financial Incentive,Rebate Program,Utility,Atmos Energy (Gas) - Energy Efficiency Rebate Program,,Attic Insulation; Boilers; Duct/Air sealing; Floor Insulation; Furnaces; General Air Sealing; Programmable Thermostats; Tankless Water Heater; Wall Insulation; Water Heaters,Incentive : 80.0000 % of cost; Incentive max: 4500.0000 $; Incentive : 80.0000 % of cost; Incentive max: 5400.0000 $; Incentive : 575.0000 $; Incentive : 75.0000 % of cost; Incentive max: 1550.0000 $; Incentive : 75.0000 % of cost; Incentive max: 1150.0000 $; Incentive : 75.0000 % of cost; Incentive max: 1075.0000 $; Incentive : 663.0000 $; Incentive : 80.0000 % of cost; Incentive max: 800.0000 $; Incentive : 80.0000 % of cost; Incentive max: 700.0000 $; Incentive : 25.0000 $,<p>Atmos Energy offers a variety of rebates to its residential and small commercial customers. All equipment must meet certain energy efficiency standards listed on the program website. Applications must be submitted with a copy of the receipt/invoice and equipment must be purchased in accordance with Atmos Energy guidelines. <br/></p><p><span>Atmos Energy also offers a custom rebate program for large commercial and industrial customers. Contact the utility for more information on this program.</span></p><div><span>Contact Atmos Energy or visit the website listed above for program specifics.</span><div><p><br/></p></div></div>,"Incentive Amount: <ul>
  <li><b>Space Heating</b>
    <ul>
      <li>Furnace maintenance – $140 limited-time rebate (September 15 – November 30, 2025)</li>
      <li>Natural gas furnace – 80% of total cost; up to $4,500</li>
      <li>Natural gas boiler – 80% of total cost; up to $5,400</li>
      <li>Boiler maintenance – $50</li>
      <li>Boiler reset controls – $150</li>
    </ul>
  </li>

  <li><b>Air Sealing and Insulation</b>
    <ul>
      <li>Air sealing – $575</li>
      <li>Attic insulation – 75% of total cost; up to $1,550</li>
      <li>Floor insulation – 75% of total cost; up to $1,150</li>
      <li>Crawlspace/basement insulation – 75% of total cost; up to $1,325</li>
      <li>Wall insulation – 75% of total cost; up to $1,075</li>
      <li>Rim joist insulation – 75% of total cost; up to $125</li>
      <li>Duct sealing – $663</li>
    </ul>
  </li>

  <li><b>Water Heating</b>
    <ul>
      <li>Natural gas tankless water heater – 80% of total cost; up to $800</li>
      <li>Natural gas storage water heater – 80% of total cost; up to $700</li>
      <li>Low-flow showerhead – $10</li>
      <li>Low-flow faucet aerator – $5</li>
    </ul>
  </li>

  <li><b>Thermostats</b>
    <ul>
      <li>Smart thermostat – $100</li>
      <li>Programmable thermostat – $25</li>
    </ul>
  </li>
</ul>; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: See program website.; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.atmosenergy.com/ways-to-save/colorado-rebates,"November 17, 2025",03/23/2009
3675,expired+updated,True,CO,Financial Incentive,Rebate Program,Utility,Black Hills Energy (Gas) - Commercial Energy Efficiency Program,Black Hills Energy,Boilers; Building Insulation; Commercial Cooking Equipment; Duct Insulation; Equipment Insulation; Food Service Equipment; Furnaces; Heat pumps; Programmable Thermostats; Wall Insulation,Incentive min: 250.0000 $; Incentive max: 650.0000 $; Incentive : 1600.0000 $; Incentive : 6310.0000 $; Incentive max: 150.0000 $; Incentive min: 600.0000 $; Incentive max: 2000.0000 $; Incentive min: 0.2500 $/square foot; Incentive max: 895.0000 $; Incentive : 0.2500 $/square foot; Incentive max: 2665.0000 $; Incentive : 70.0000 % of cost; Incentive max: 460.0000 $; Incentive : 70.0000 % of cost; Incentive max: 600.0000 $,"<p>&#10;&#9;Black Hills Energy offers multiple programs for Colorado commercial and industrial customers to save natural gas in eligible facilities. The commercial prescriptive rebate program provides standardized, predetermined rebates to commercial customers that install or upgrade energy efficient equipment recommended by an energy evaluation. Black Hills Energy also offers the custom rebate program to commercial and industrial customers for projects that reduce energy usage. All custom incentives are calculated based upon energy savings above the program standard. Additionally, new construction incentives are available for new buildings which incorporate efficient design techniques and equipment. Visit the program website for more information on these offerings.</p>","Incentive Amount: <b>HIGH EFFICIENCY COMMERCIAL EQUIPMENT</b><br>
Backup Generator: $230<br>
Swimming Pool Cover: $290<br><br>

<b>NATURAL GAS SPACE HEATING EQUIPMENT</b><br>
Furnace: $250 - $650<br>
Boiler: $1,600<br>
Combination Gas Space & Water Heat: $4,730<br>
Gas Fired Absorption Heat Pump: $6,310<br><br>

<b>NATURAL GAS SPACE HEATING EQUIPMENT</b><br>
Setback Thermostat: Up to $150<br>
Smart Thermostat: Up to $100<br>
Direct Digital Control System: $1,860<br>
Economizer Tune-Up: $150<br><br>

<b>NATURAL GAS COOKING EQUIPMENT</b><br>
Char-Broiler (infrared): $1,650<br>
Upright Broiler (infrared): $1,200<br>
Conveyor Oven: $4,125<br>
Rack Oven: $2,000<br>
Salamander Broiler: $750<br>
Steam Cooker: $600<br><br>

<b>ENVELOPE MEASURE RETROFIT</b><br>
Wall Insulation: $0.25/sq. ft. (Up to $895)<br>
Ceiling Insulation: $0.25/sq. ft. (Up to $2,665)<br>
Duct Insulation: 70% of cost up to $460<br>
Duct Repair and Sealing: 70% of cost up to $2,200<br>
Boiler Pipe Insulation: 70% of cost up to $600<br>
Infiltration Control: $0.50 per perimeter of
windows in feet (Up to $220); Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: See program website. Envelope Measures are for retrofit only, new construction or new additions are not eligible for rebate.; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.blackhillsenergy.com/efficiency-and-savings/commercial-rebates/colorado-gas-commercial-rebates,"November 17, 2025",09/16/2009
4082,updated,True,CO,Financial Incentive,Sales Tax Incentive,Local,City of Boulder - Solar Sales and Use Tax Rebate,,,,"<p>&#10;&#9;In 2006, the City of Boulder established a solar sales and use tax rebate for photovoltaic (PV) and solar water heating installations. Solar system owners may receive a rebate (essentially a tax refund) drawn from the unrestricted tax revenues collected from solar energy sales.</p>&#10;<p>&#10;&#9;Out of the sales and use taxes paid to the City of Boulder for solar projects, approximately 55% of revenues go to restricted funds. Within one year of the city’s final inspection, solar project owners can apply to receive a refund of 35% from the amount paid to unrestricted (general) funds, making the value of the refund about 15% of the city sales and use tax paid. The average rebate is approximately $140 for a 4.5 kW photovoltaic system.</p>&#10;<p>&#10;&#9;The remaining 65% of the unrestricted revenues are used to fund the <a href=""http://programs.dsireusa.org/system/program/detail/2948"">Solar Grant Program</a>. The Solar Grant Program funds solar energy systems for local nonprofit organizations and income-qualified homeowners.</p>&#10;<p>&#10;&#9;An application for Boulder's Solar Energy Sales and Use Tax Rebate is available <a href=""https://bouldercolorado.gov/services/solar-tax-rebates"">here</a>, and an immigration form must be completed and returned with all applications to comply with House Bill 06S-1023.</p><p>Grant Criteria can be found <a href=""https://bouldercolorado.gov/services/solar-tax-rebates"">here.</a></p>",Incentive Amount: ~15% refund on sales and use tax for the solar installation; Maximum Incentive: ; Equipment Requirements: ,https://bouldercolorado.gov/services/solar-tax-rebates,"March 20, 2026",04/08/2010
